RangeX,RangeY,RangeZ,MeanX,MeanY,MeanZ,VarX,VarY,VarZ,SkewX,SkewY,SkewZ,Label
9.666666666666657,2.6666666666666714,15.666666666666687,4.246031746031746,47.0952380952381,29.3968253968254,7.725182665658847,0.4089191232048373,17.345175107079893,0.2793630599452097,0.2783209389928981,-0.17916439657876038,1
9.666666666666671,4.333333333333344,-3.6666666666666288,7.325396825396826,48.01587301587301,8.412698412698415,1.2988788107835727,2.4230284706475267,17.31645250692869,-0.10837712182298492,-0.3611893573420869,-0.05328290390066809,1
22.0,5.0,88.66666666666669,7.373015873015873,34.920634920634924,59.78571428571429,41.18625598387501,218.0042831947594,2263.935563114135,0.963544729366353,-0.39654991404781387,-0.22437610749986164,1
10.0,45.66666666666666,-11.0,6.095238095238094,90.69841269841271,3.817460317460317,4.244897959183674,0.5651297556059426,6.757684555303606,0.5551323211110003,-0.554357936112676,0.4017088378762276,1
9.666666666666657,47.0,7.0,4.944444444444444,91.50793650793649,10.301587301587302,4.941358024691358,0.4086671705719297,69.66565885613502,0.9467729759477574,0.1256189728025677,0.19506555539895853,1
19.33333333333333,14.0,59.66666666666663,17.699999999999996,42.24444444444444,44.85555555555556,31.187777777777754,10.07358024691358,276.4420987654321,-0.27557115730014864,-1.2366182078671957,0.20603967233122686,1
40.000000000000014,14.333333333333329,51.99999999999997,24.588888888888892,21.93333333333333,31.14444444444443,171.93839506172844,162.12148148148148,365.36802469135824,0.24111258910591504,0.3222320700661324,0.3366317586419604,1
38.66666666666667,7.333333333333329,49.333333333333314,29.84444444444444,31.488888888888887,25.31111111111112,63.83506172839507,98.32395061728396,375.8365432098765,0.6162375033425386,-1.5004573142310955,0.8516893681242117,1
17.66666666666667,45.33333333333333,48.0,18.24444444444445,75.75555555555555,58.37777777777778,20.688395061728386,1.4217283950617308,20.160987654321,-0.4573108644965539,-0.34495208420714835,-0.5784574705347552,1
8.333333333333329,48.66666666666667,1.6666666666666288,7.244444444444446,75.98888888888888,9.666666666666668,21.651358024691366,16.581358024691365,34.933333333333344,0.5813823091565271,-1.1989432991321145,-0.06468475183963683,1
6.0,3.666666666666672,21.33333333333337,8.604166666666664,43.23958333333333,17.958333333333332,3.419704861111115,1.1960720486111125,39.130208333333385,-0.4816767521352466,-0.18018508215243592,-0.2473441820881361,1
5.333333333333329,13.666666666666671,25.666666666666693,6.916666666666668,53.53125,24.85416666666667,3.9930555555555576,1.1170789930555576,16.881510416666693,-0.4547427395262126,-0.8320419332454007,-0.48932131772987,1
42.0,16.33333333333333,96.66666666666669,24.6875,40.3125,73.25,215.31901041666663,208.95095486111111,1015.4791666666667,-0.12152695716215788,-0.8878697201447944,-1.2743317699964618,1
28.333333333333343,48.66666666666667,41.33333333333334,24.47916666666667,83.36458333333334,33.59375,12.506510416666668,9.301106770833336,119.50509982638883,0.3394566067998757,0.1030495566497604,-0.7892422143829,1
24.333333333333343,50.33333333333333,48.0,22.8125,88.05208333333331,42.02083333333333,8.985677083333346,2.8202039930555505,51.562065972222115,0.4560236232977637,0.4638697919887865,0.12553956226877208,1
11.333333333333329,3.0,8.666666666666657,5.918918918918918,46.864864864864856,32.03603603603604,8.152585017449876,0.4111679246814369,4.899602305007704,0.6302677111055812,-0.3949006166185076,-0.33367683000342524,1
7.333333333333329,9.333333333333329,13.0,6.288288288288289,53.05405405405405,23.738738738738736,1.7126856586316064,0.4775586397208,49.77858940021104,-0.8099953879695334,0.20163716111200752,0.4463919249293624,1
11.666666666666654,9.333333333333329,59.66666666666666,6.864864864864862,43.00000000000001,45.747747747747745,9.690447203960707,200.3963963963964,685.8522847171497,-0.4274632922533364,-1.4019489737254245,-0.2600198606015839,1
