RangeX,RangeY,RangeZ,MeanX,MeanY,MeanZ,VarX,VarY,VarZ,SkewX,SkewY,SkewZ,Label
10.666666666666657,8.0,28.666666666666693,4.845410628019323,49.24154589371982,27.03381642512077,8.797358164717965,1.3232980933043954,25.15022520945647,0.3664093485021849,-2.3246866259363097,0.6098104520740194,11
55.33333333333333,11.0,97.66666666666669,23.917874396135268,37.28019323671497,56.46376811594203,407.0834325188453,217.44162057457584,1127.4886228383393,0.3454583382471996,-0.8129798126582439,0.027531140833247342,11
58.66666666666666,13.666666666666671,82.00000000000003,26.28985507246377,38.487922705314006,50.80193236714975,409.58426100959167,312.4430908539289,758.0171299213516,0.3990821637337768,-0.7733991267297641,-0.24845204433757626,11
9.0,63.33333333333333,14.0,6.202898550724636,104.7391304347826,9.647342995169083,3.4403136595953185,0.4311419169642241,42.827323858199684,-0.9755086868004472,-0.053699580528523985,0.6625494164262813,11
12.0,60.66666666666667,24.0,9.64734299516908,102.93236714975843,19.835748792270532,1.6002707181031068,0.3625755560223102,36.9359845037224,-0.4913706890885122,-0.21235023031765785,0.7532067497871028,11
22.66666666666667,7.333333333333329,7.0,11.026666666666666,46.46666666666666,41.17333333333333,51.30595555555556,5.911111111111107,3.9210666666666683,0.43960247891821,-0.9182337460208668,-0.3042977414368205,17
33.66666666666666,13.666666666666671,-25.333333333333343,17.520000000000003,50.41333333333333,6.120000000000004,104.31182222222222,14.3136,8.745599999999994,0.4347032410712646,-0.4962924838185949,0.013784871791035326,17
29.33333333333333,11.999999999999984,74.99999999999999,17.573333333333334,34.026666666666664,45.47999999999999,60.217955555555505,283.2704,1325.7696,-0.08659258760682483,-0.340120385941488,0.7393577305141004,17
23.33333333333333,48.99999999999999,4.333333333333314,18.48,88.06666666666668,17.706666666666663,12.160711111111109,1.555555555555554,177.18506666666661,-0.0667554643407179,-0.1062936139263413,0.2978865924674371,17
11.333333333333329,47.99999999999999,-9.0,5.693333333333335,86.33333333333334,15.613333333333335,13.945955555555566,7.466666666666673,68.95715555555556,0.3532703087003889,-0.7083988922385408,0.023836950256647255,17
2.3333333333333144,2.0,4.0,3.5964912280701733,47.33333333333334,37.49122807017544,0.4044321329639872,0.21052631578947367,1.1505078485687878,-0.06172403126561645,0.12108052620943732,-0.8002160678287275,10
9.333333333333329,9.333333333333329,47.66666666666666,7.929824561403509,47.26315789473684,41.84210526315789,6.462911665127741,82.79039704524466,902.1212680824867,-1.0025087842407552,-0.7245809997350501,0.05742680461677506,10
15.333333333333313,8.000000000000012,36.33333333333334,11.140350877192981,44.68421052631579,38.140350877192986,15.793167128347205,76.71899045860259,633.5943367189902,-0.8574827900670791,-0.26255897877593043,-0.17570803540798452,10
9.333333333333329,41.000000000000014,-23.0,10.491228070175438,86.47368421052633,6.421052631578946,0.729455216989843,0.13234841489689042,5.2847029855340075,-0.7205021174617766,0.8094950442850487,0.3782262458203574,10
10.666666666666657,41.66666666666667,-19.333333333333343,11.912280701754387,86.87719298245615,12.3859649122807,0.5361649738381015,0.32994767620806353,3.1609726069559883,-0.14037292126220194,0.8260113178119884,0.3679767924097575,10
7.333333333333344,4.0,12.333333333333313,6.033333333333338,42.458333333333336,23.35833333333333,3.37666666666667,1.0371527777777778,11.368819444444439,0.2631268945117227,-0.9986089164844671,-0.8059459563038134,9
